title,authors,rating,year,month,day
A Severed Head,Iris Murdoch,3.73,1976,11,18
A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,2006,3,7
A Short History of Byzantium,John Julius Norwich,4.09,1998,12,29
A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1998,9,15
A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,2001,11,11
A Short History of Nearly Everything,Bill Bryson,4.21,2004,9,14
A Short History of Nearly Everything,Bill Bryson,4.21,2005,11,1
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,2010,10,5
A Short History of World War I,James L. Stokesbury,3.95,1981,2,1
A Short History of World War II,James L. Stokesbury,3.95,1980,1,1
A Simple Habana Melody,Oscar Hijuelos,3.45,2003,6,17
A Single Man,Christopher Isherwood,4.1,2001,3,20
A Slipping-Down Life,Anne Tyler,3.61,2004,5,4
A Small Pinch of Weather,Joan Aiken,4.26,2000,1,1
A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,Nancy Holyoke/Ali Douglass,4.14,2006,3,1
A Son of the Circus,Irving John,3.63,1994,9,1
A Song Of Stone,Iain Banks,3.17,2009,1,1
A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,1967,4,21
A Sparrow Falls (Courtney #3),Wilbur Smith,4.19,2007,1,2
A Spiritual Journey,Ram Dass/Richard Alpert,4.16,2005,8,1
A Star Called Henry,Roddy Doyle,3.84,2000,9,7
A Stolen Season (Alex McKnight  #7),Steve Hamilton,3.96,2006,9,5
A Stranger Came Ashore,Mollie Hunter/Lisa Falkenstern,3.82,1977,4,6
A Streetcar Named Desire,Tennessee Williams/Arthur  Miller,3.98,2004,9,17
A Streetcar Named Desire,Tennessee Williams,3.98,1952,12,1
A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes,3.29,2002,7,15
A Stroke of Midnight (Merry Gentry  #4),Laurell K. Hamilton,4.07,2006,11,28
A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,4.11,2006,4,1
A Sudden Wild Magic,Diana Wynne Jones,3.75,1997,7,1
A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,4.08,2003,3,4
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,1998,2,2
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,1997,2,1
A Tale of Love and Darkness,Amos Oz/Nicholas de Lange,4.22,2005,11,1
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,2004,7,25
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,2004,10,21
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,2004,5,1
A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,1993,3,18
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,2003,12,1
A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,2002,1,10
A Tangled Web,L.M. Montgomery,3.88,1989,8,1
A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,2005,11,8
A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,1950,6,27
A Tempest,Aimé Césaire/Richard Miller,3.56,2002,5,1
A Theory of Fun for Game Design,Raph Koster/Will Wright,3.94,2004,11,6
A Theory of Semiotics,Umberto Eco,4.01,1978,2,1
A Thousand Acres,Jane Smiley,3.81,2003,12,2
A Thread of Grace,Mary Doria Russell,4.02,2005,12,6
A Three Dog Life,Abigail Thomas,3.74,2006,9,5
A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,4.14,2006,2,1
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,2006,10,29
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,2006,11,1
A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,4.06,1998,5,1
A Tramp Abroad,Mark Twain/Dave Eggers,3.86,2003,10,14
A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,1999,9,1
A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,4.13,2003,9,15
A Tree Grows in Brooklyn,Betty  Smith,4.26,2006,5,30
A Universal History of Iniquity,Jorge Luis Borges/Andrew Hurley,3.97,2004,7,27
A Very Long Engagement,Sébastien Japrisot,3.91,2005,1,6
A Viagem do Caminheiro da Alvorada (As Crónicas de Nárnia  #5),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,4.09,2004,9,1
A Virtuous Woman,Kaye Gibbons,3.69,1997,11,5
A Visitation of Spirits,Randall Kenan,3.76,2000,1,25
A Void,Georges Perec/Gilbert Adair,3.8,2005,11,1
A Walk in the Woods (Stickerific),Walt Disney Company,3.5,2001,1,23
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,1998,5,4
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,2006,12,26
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,1999,5,4
A Walk to Remember,Nicholas Sparks,4.17,2004,9,1
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,2006,9,12
A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,4.46,2004,1,6
A Whole New Light,Sandra Brown,3.55,2008,8,26
A Wicked Gentleman (Cavendish Square  #1),Jane Feather,3.62,2007,3,20
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,4.69,2004,1,1
A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95,2002,4,9
A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,2002,12,31
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,2006,7,11
A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,2006,8,14
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,2005,12,1
A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,2001,8,15
A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,3.83,2003,4,8
A World Lit Only by Fire,William Manchester/Barrett Whitener,3.85,2007,3,1
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,3.85,1993,6,1
A World of Art,Henry M. Sayre,3.73,2006,12,22
"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1991,9,28
A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,2002,5,1
A Writer's Diary,Virginia Woolf/Leonard Woolf,4.26,2003,3,31
A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,3.72,2002,6,14
A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,4.11,2002,11,21
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,2005,4,19
A Year in Chocolate: Four Seasons of Unforgettable Desserts,Alice Medrich,3.74,2001,10,24
A Year in Provence,Peter Mayle,3.96,1991,6,4
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,2006,6,13
A Year in the Merde,Stephen Clarke,3.54,2006,5,2
A Yellow Raft in Blue Water,Michael Dorris,3.86,2003,3,5
A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,1998,9,21
A Última Batalha (As Crónicas de Nárnia  #7),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,4.03,2004,7,17
ADHD in Adulthood: A Guide to Current Theory  Diagnosis  and Treatment,Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,3.4,2001,11,6
Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.79,2003,6,16
Abandonment,Kate Atkinson/Traverse Theatre,3.61,2000,4,1
Abarat: Days of Magic  Nights of War,Clive Barker,4.2,2006,9,26
About This Life,Barry  Lopez,4.13,1999,5,1
About a Boy,Nick Hornby,3.8,2002,4,4
About the B'nai Bagels,E.L. Konigsburg,3.57,1985,3,1
Above and Beyond,Erin St. Claire/Sandra Brown,3.73,2004,2,23
Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,2001,9,22
Absolute C++,Walter J. Savitch,3.83,2007,3,1
Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,2004,3,9
Absolute Truths (Starbridge  #6),Susan Howatch,4.34,1996,8,14
Absolutely Mahvelous,Billy Crystal/Dick Schaap,3.79,1986,7,18
Absolutely Normal Chaos,Sharon Creech,3.92,2007,9,7
Accelerando,Charles Stross,3.88,2006,7,1
Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,2017,9,21
Accidental Empires,Robert X. Cringely,4.01,1996,9,13
Accordion Crimes,Annie Proulx,3.59,1997,6,17
Acharnians,Aristophanes/Jeffrey Henderson,3.42,2003,5,1
Aches & Pains,Maeve Binchy/Wendy Shea,3.53,2000,6,13
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,1995,10,1
Across the River and into the Trees,Ernest Hemingway,3.33,1998,4,15
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,2006,10,10
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,2007,1,1
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,2007,8,28
Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,2006,3,29
Acts of Faith,Philip Caputo,3.94,2006,5,9
Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,2006,6,1
Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,1993,9,1
Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,4.15,1990,2,19
Adam and Eve and Pinch Me,Ruth Rendell,3.64,2003,1,14
Adam's Fall (Mason Sisters  #2),Sandra Brown,3.74,2001,11,27
Adieu  Chunky Rice,Craig Thompson,3.8,2002,6,20
Adios Hemingway,Leonardo Padura/John King,3.72,2006,3,10
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99,2003,4,24
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,1994,1,1
Advanced Global Illumination,Philip Dutre,4.5,2006,8,30
Advanced Statistics Demystified,Larry J. Stephens,4.0,2004,6,7
Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,2001,8,14
Adventures of Huckleberry Finn,Mark Twain,3.82,1977,11,15
Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,2005,5,6
Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,1983,12,1
Aeneid,Virgil/Stanley Lombardo/W. R. Johnson,3.84,2005,3,15
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,2001,1,1
Aerie (Dragon Jousters  #4),Mercedes Lackey,3.95,2006,10,3
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,1997,11,1
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,1998,1,1
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,1969,5,15
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,1992,2,1
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,2004,1,22
Aesop's Fables,Aesop/Ann McGovern,4.05,1963,11,1
Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,4.05,2003,4,10
Affliction,Russell Banks/Pierre Furlan,3.99,1999,12,29
Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,3.12,2004,5,4
African Nights,Kuki Gallmann,3.8,2000,3,22
"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,4.54,1991,12,1
After,Francine Prose,3.49,2004,5,11
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4.0,2006,5,25
After Dark,Haruki Murakami/Jay Rubin,3.7,2007,5,8
After Glow (Ghost Hunters  #2),Jayne Castle/Jayne Ann Krentz,4.14,2004,2,24
After Henry,Joan Didion,3.83,1993,4,27
After Many a Summer Dies the Swan,Aldous Huxley,3.75,1993,1,1
After the Funeral,Agatha Christie,3.87,2001,7,2
After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,2006,12,28
After the Plague: and Other Stories,T. Coraghessan Boyle,3.86,2002,12,31
After the Quake,Haruki Murakami/Jay Rubin,3.78,2002,8,13
After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,2006,9,1
Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,3.69,2003,8,21
Aftershock  (Sweet Valley High Super Edition  #12),Francine Pascal/Kate William,3.7,1998,11,10
Against the Day,Thomas Pynchon,4.13,2006,11,21
Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,1994,11,1
Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,3.81,2003,9,30
Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,2001,1,2
Age of Iron,J.M. Coetzee,3.84,1998,9,1
Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.84,2005,7,28
Agnes Grey,Anne Brontë/Fred Schwarzbach,3.68,2005,10,1
Agricola / Germania / Dialogue on Oratory,Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom,3.95,1914,1,1
Agricola/Germany,Tacitus/Anthony Richard Birley,3.99,1999,9,23
Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,2005,8,2
Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,2004,3,31
Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,2006,7,25
Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,2006,10,31
Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,2007,1,30
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,2007,5,1
Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.77,1997,11,1
Airs Above the Ground,Mary  Stewart,4.05,2004,11,30
Ajax in Action,Dave Crane/Eric Pascarello/Darren James,3.56,2005,11,3
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,2000,4,4
Aké: The Years of Childhood,Wole Soyinka,3.93,1989,10,23
Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,4.26,2005,1,1
Alas  Babylon,Pat Frank,4.08,2005,7,5
Alaska,James A. Michener,4.12,2002,11,12
Alberic the Wise,Norton Juster/Leonard Baskin,3.73,1992,9,1
Alcestis,Euripides/William Arrowsmith,3.83,1990,2,1
Alcoholics Anonymous,Alcoholics Anonymous,4.45,2002,2,10
Alcoholics Anonymous,Alcoholics Anonymous,4.45,1993,8,1
Alentejo Blue,Monica Ali,2.72,2006,6,20
Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,2005,6,1
Alexander Hamilton,Ron Chernow,4.23,2005,3,29
Alfred Hitchcock and the Making of Psycho,Stephen Rebello,3.9,1998,1,1
Algebra the Easy Way,Douglas Downing,4.06,2003,1,1
Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,Daniel Keyes,4.06,2004,2,14
Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching,Robert Sedgewick,4.16,1997,9,27
Ali and Nino,Kurban Said/Jenia Graman,3.92,2000,10,5
Ali und Nino,Kurban Said,3.92,2002,2,1
Alice In Wonderland,Lewis Carroll/John Tenniel,4.02,2001,9,1
Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,2004,9,7
Alice in Wonderland / Hunting of the Snark,Lewis Carroll/Donald J. Gray,4.06,1992,4,17
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,1999,10,6
Alice's Adventures in Wonderland,Lewis Carroll/Richard  Kelly,4.02,2000,9,13
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,4.02,2003,3,1
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,4.07,1984,5,1
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,4.07,2000,12,1
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,4.07,2003,12,15
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll/Hugh Haughton/John Tenniel,4.07,2003,3,27
Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,4.33,2003,10,1
Alien,Alan Dean Foster,4.09,1979,3,29
Alien Nation,Alan Dean Foster,3.55,1988,7,1
Aliens: Nightmare Asylum,Steve Perry,3.67,1993,4,1
Aliens: Original Sin,Michael Jan Friedman,3.71,2005,10,26
All About Love: New Visions,bell hooks,4.01,1999,12,22
All Around the Town,Herbert Asbury,3.62,2003,10,24
All Aunt Hagar's Children: Stories,Edward P. Jones,3.78,2006,8,29
All Families Are Psychotic,Douglas Coupland,3.67,2002,7,1
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,2004,5,4
All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,2003,5,7
All New People,Anne Lamott,3.63,1999,12,17
All Night Long,Jayne Ann Krentz,3.96,2006,1,3
All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry,3.73,2007,3,27
All Quiet on the Western Front,Erich Maria Remarque,3.97,1987,3,12
All Rivers Run to the Sea,Elie Wiesel,4.15,1996,10,22
All Things Wise and Wonderful,James Herriot,4.41,2004,11,1
All Through the Night,Mary Higgins Clark,3.7,1999,10,1
All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,2003,2,4
All of Us: The Collected Poems,Raymond Carver,4.3,2000,4,4
All the King's Men,Robert Penn Warren,4.09,1996,9,1
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.0,2000,7,4
All the Little Live Things,Wallace Stegner,4.09,1991,12,1
All the Names,José Saramago/Margaret Jull Costa,3.89,2001,10,5
All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III,3.96,2007,1,29
All-American Girl (All-American Girl  #1),Meg Cabot,3.74,2003,7,22
All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,4.22,2005,8,23
All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,4.28,2001,4,1
Allegiance (Star Wars),Timothy Zahn,3.99,2007,1,30
Alles ist erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,3.9,2003,2,20
Allusions in Ulysses: An Annotated List,Weldon Thornton,4.04,1982,9,20
Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee/Youshan Tang,3.89,1993,5,1
Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,2005,12,27
Alone (Fearless  #22),Francine Pascal,3.97,2002,7,16
Alone in the Crowd (Sweet Valley High  #28),Francine Pascal/Kate William,3.44,1986,4,1
Along Came a Spider (Alex Cross  #1),James Patterson,4.11,2003,8,1
Alphabet Weekends,Elizabeth Noble,3.59,2007,1,23
Already Dead (Joe Pitt  #1),Charlie Huston,3.79,2005,12,27
Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,2000,7,1
Alta (Dragon Jousters  #2),Mercedes Lackey,4.03,2005,3,1
Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,2005,12,1
Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,2003,9,1
Always Remember Me: How One Family Survived World War II,Marisabina Russo,4.13,2005,4,1
Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,3.64,2003,7,22
Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.77,1995,8,29
Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,4.04,2006,3,14
Amanda's Unlucky Day (Junior Gymnasts  #6),Teddy Slater/Wayne Alfano,3.5,1997,12,31
Amarse con los ojos abiertos,Jorge Bucay/Silvia Salinas,3.73,2004,3,1
Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.8,2006,11,1
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,2004,8,1
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,2006,9,7
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,2005,7,1
Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,2012,12,26
Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,4.13,2003,4,15
Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,4.25,2005,1,18
